"id","name","slug","category_id","price","stock","description","images","badges","sku","is_active","created_at","updated_at"
"113","20 pcs Sunflowers","sunflower-bouquet-pgr8t","3","3000.00","100","20 pcs Sunflower
gypso and eucalyptus fillers ","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333728/IMG_1534_flcwe9.jpg""]","[""Best Seller""]","SKU-MNEB2FY","true","2026-03-01 03:14:41.754351","2026-03-01 03:14:41.754351"
"114","double petals lilies w/ tulips and roses","stargazer-bouquet -ul4iq","5","7000.00","100","1 double petals stargazer
5 pcs pink tulips
1 dozen pink roses
1 dozen white roses
1 eucalyptus 
1 gypso","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333728/IMG_1535_khmfqy.jpg""]","[]","SKU-4EY7WQI","true","2026-03-01 03:20:18.440774","2026-03-01 03:20:18.440774"
"115","stargazer w/ roses","stargazer-bouquet-bcsav","5","4999.00","100","1 stargazer 
1 bundle (24 pcs) hot pink local roses
1 bundle (24 pcs) light pink local roses
eucalyptus fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333729/IMG_1537_ppxbhb.jpg""]","[""Best Seller""]","SKU-39OQDC4","true","2026-03-01 03:27:31.514298","2026-03-01 03:27:31.514298"
"116","50 pcs red roses","red roses- bouquet -36a34","1","2999.00","100","50 pcs red roses local
gypso and misty blue fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333729/IMG_1538_iahpn0.jpg""]","[""Best Seller""]","SKU-EFZKU9O","true","2026-03-01 06:18:34.02874","2026-03-01 06:18:34.02874"
"117","purple hydrangea","hydrangea-bouquet-7te94","10","3500.00","100","4 hydrangea purple
10 pcs carnation pink
2 dz purple
gypso  and misty fillers ","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333730/IMG_1540_eghzxa.jpg""]","[]","SKU-12RIMUM","true","2026-03-01 07:44:20.528963","2026-03-01 07:44:20.528963"
"118","Peonies with Carnation pink","peonies-carnation-bouquet -tmu9w","12","4500.00","100","2 peonies pink
10 pink carnation
misty blue fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333731/IMG_1541_jyp54x.jpg""]","[]","SKU-FGVO3YD","true","2026-03-01 07:48:17.848619","2026-03-01 07:48:17.848619"
"119","1 dozen tulips pink","tulips-bouquet -fx8q9","2","3500.00","100","24 pcs tulips pink
gypso and eucalyptus fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772333731/IMG_1543_my220n.jpg""]","[]","SKU-I945T4P","true","2026-03-01 07:53:54.306421","2026-03-01 07:53:54.306421"
"120","Sunflower rose","sunflower-bouquet -cvbhi","3","1500.00","100","3 sunflower
3 red roses
aster fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772352364/IMG_1571_hza3b1.jpg""]","[]","SKU-EGW2SP0","true","2026-03-01 08:18:16.909321","2026-03-01 08:18:16.909321"
"121","sunflower roses","sunflower-bouquet -ejs74","3","1800.00","100","3 sunflower 
12 pcs red roses
aster fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772352364/IMG_1577_sw2sul.jpg""]","[]","SKU-YWQ911K","true","2026-03-01 08:19:54.800121","2026-03-01 08:19:54.800121"
"122","Sunflower Rose","sunflower-bouquet -yqw4b","3","1800.00","100","3 sunflower 
12pcs red roses
aster fillers ","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772352365/IMG_1568_dxkwoo.jpg""]","[]","SKU-RYJZM2P","true","2026-03-01 08:23:16.407432","2026-03-01 08:23:16.407432"
"123","10pcs Sunflower ","sunflower-bouquet -16rqr","3","1800.00","100","10pcs Sunflower 
Misty Blue Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772352365/IMG_1576_jibqtz.jpg""]","[]","SKU-R7OWZ1M","true","2026-03-01 08:29:13.708898","2026-03-01 08:29:13.708898"
"124","Sunflower Carnations ","sunflower-bouquet -yslfv","3","2999.00","100","6 pcs Sunflower 
10pcs Carnation 
1 eucalyptus ","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772352365/IMG_1570_t3xb3q.jpg""]","[]","SKU-LQY4WNW","true","2026-03-01 08:32:03.531665","2026-03-01 08:32:03.531665"
"125","6pcs Sunflower ","sunflower- bouquet -r24mi","3","2000.00","100","6 pcs Sunflower 
Aster Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772352365/IMG_1573_u7xjlw.jpg""]","[""Best Seller""]","SKU-EBI3FHR","true","2026-03-01 08:33:14.558572","2026-03-01 08:33:14.558572"
"126","6pcs Sunflower","Sunflower-bouquet -p06an","3","2500.00","100","6pcs sunflower
aster fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772352366/IMG_1572_c8jvtp.jpg""]","[]","SKU-R982E28","true","2026-03-01 09:00:57.198117","2026-03-01 09:00:57.198117"
"127","20pcs Sunflower ","sunflower-bouquet -dt9gi","3","3800.00","100","20 pcs Sunflower 
Eucalyptus fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772352365/IMG_1575_cvxb6j.jpg""]","[""Best Seller""]","SKU-D61ONS1","true","2026-03-01 09:09:47.511151","2026-03-01 09:09:47.511151"
"128","sunflower roses","sunflower-bouquet -jfklx","3","1800.00","100","3 sunflower 
6pcs Red roses
Aster","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772352366/IMG_1569_bv2hjz.jpg""]","[]","SKU-I6MKEXH","true","2026-03-01 09:16:22.702045","2026-03-01 09:16:22.702045"
"129","Purple roses","purple rose-bouquet-llvtm","1","899.00","100","6 pcs white rose
6 pcs purple rose
misty blue","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772357987/IMG_1598_gtcjxq.jpg""]","[""On Sale""]","SKU-8A9TNRL","true","2026-03-01 09:41:51.757373","2026-03-01 09:41:51.757373"
"130","1 dozen rose","local rose-bouquet-7nrhy","1","899.00","100","6 pcs white roses
6pcs pink roses
Misty blue Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772357988/IMG_1595_tced26.jpg""]","[""On Sale""]","SKU-3G0MGG3","true","2026-03-01 09:48:12.65738","2026-03-01 09:48:12.65738"
"131","1dozen roses","899-2e46y","1","899.00","100","6 pcs white roses
6pcs purple rose
Misty Blue fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772357988/IMG_1597_c9k3gt.jpg""]","[""On Sale""]","SKU-U24FBKP","true","2026-03-01 09:50:20.188497","2026-03-01 09:50:20.188497"
"132","1 dozen Red Roses","Red roses-bouquet -5rmp5","1","899.00","100","12 pcs Red Roses
Aster Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772357988/IMG_1589_ofeacy.jpg""]","[""On Sale""]","SKU-31TGD2L","true","2026-03-01 09:53:04.914912","2026-03-01 09:53:04.914912"
"133","blue roses","blue roses-bouquet-h4f3o","1","899.00","100","6pcs White roses
6pcs blue roses
aster fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772357988/IMG_1596_u9ajaa.jpg""]","[""On Sale""]","SKU-91CS8Z1","true","2026-03-01 09:54:36.267655","2026-03-01 09:54:36.267655"
"134","1 dozen White rose","white rose-bouquet -3479i","1","899.00","100","12 pcs White Rose
Aster Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772357988/IMG_1599_jr5bpt.jpg""]","[""On Sale""]","SKU-DSDXNIL","true","2026-03-01 09:56:03.017261","2026-03-01 09:56:03.017261"
"135","2 dozen Red roses","red rose-bouquet -td2i2","1","1200.00","100","24pcs Red Roses
Aster Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772359030/IMG_1593_u50czs.jpg""]","[""On Sale""]","SKU-T3QXLK8","true","2026-03-01 09:58:34.498613","2026-03-01 09:58:34.498613"
"136","2 dozen Roses","roses-bouquet -5ikr1","1","1200.00","1200","12pcs white roses
12pcs pink roses
Misty Blue Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772359030/IMG_1592_qfctdh.jpg""]","[""On Sale""]","SKU-PXS8SII","true","2026-03-01 10:00:39.795198","2026-03-01 10:00:39.795198"
"137","2dozen Roses","roses-bouquet -e4i3q","1","1200.00","100","12 pcs pink roses
12 pcs white roses
Aster Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772359030/IMG_1594_bfhgvg.jpg""]","[""On Sale""]","SKU-FAZDRAZ","true","2026-03-01 10:01:30.889362","2026-03-01 10:01:30.889362"
"138","2 dozen Pink Roses","Pink roses-bouquet-sqy2x","1","1200.00","100","24pcs Pink Roses 
Aster Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772359030/IMG_1590_xpbxkv.jpg""]","[""On Sale""]","SKU-8G042LT","true","2026-03-01 10:02:30.007416","2026-03-01 10:02:30.007416"
"139","2dozen Red roses","red rose-bouquet -vfrce","1","1200.00","100","24 pcs Red roses
Aster Fillers","[""https://res.cloudinary.com/dzk840qjn/image/upload/v1772359031/IMG_1588_u5unkq.jpg""]","[""On Sale""]","SKU-5BZGKY5","true","2026-03-01 10:04:00.529132","2026-03-01 10:04:00.529132"
